Recency,Frequency,Monetary
8,44,51527.3
8,9,3965.62
19,1,43.2
117,1,640.14
223,1,383.45
71,3,1858.96
51,2,2093.32
89,6,2995.72
8,9,2352.53
243,1,310.26
47,6,1611.59
107,1,120.0
45,6,2481.13
65,1,508.58000000000004
207,2,477.79
11,5,1530.75
115,2,605.0600000000001
242,1,183.85
163,1,311.65
17,7,4975.24
124,2,462.65999999999997
23,3,840.21
68,1,415.2
17,8,2552.21
16,2,454.86
17,4,1614.91
161,2,588.22
243,1,309.52
219,1,134.7
45,8,2166.98
21,4,668.5600000000001
127,8,889.9300000000001
39,1,108.97999999999999
121,2,1021.58
260,1,409.57
10,1,133.5
274,1,282.93
165,1,51.0
157,4,1078.96
215,1,90.6
6,2,163.62
366,1,174.4
80,2,701.23
43,1,225.12
19,3,912.18
32,4,2118.03
22,1,151.5
109,8,3717.35
8,16,9227.82
320,1,155.0
295,1,100.5
358,1,76.55
185,1,235.56
191,2,617.05
44,2,348.1
52,1,202.68
26,1,615.49
38,3,1247.69
9,3,202.11
297,1,142.4
33,3,1727.6
10,8,3212.84
65,2,1043.46
10,9,4642.57
218,1,67.95
2,9,3479.91
65,2,487.99
3,19,2612.96
149,1,574.7
4,13,4051.48
130,4,1475.81
34,6,1449.32
119,1,156.75
107,6,2157.73
11,7,2599.03
71,6,2059.4500000000003
92,9,1100.27
311,1,1063.0
43,2,770.03
362,1,121.05
92,7,1496.98
1,13,5855.57
22,2,490.22
4,3,1937.25
11,6,1051.79
99,1,387.52
57,2,813.11
1,6,4263.64
218,1,265.2
18,1,322.08
24,10,4481.67
50,2,363.34000000000003
7,5,1224.06
303,1,470.36
10,6,2248.5
22,6,1372.8
99,1,89.06
366,1,63.0
306,1,131.9
320,1,2661.24
8,5,2357.6800000000003
1,4,1712.89
205,2,1589.82
54,4,1420.2
1,4,1010.35
19,5,1163.23
9,2,375.35
19,4,885.8
181,3,483.25
60,2,643.9
11,2,259.05
190,1,119.93
5,9,3017.28
311,1,113.64
155,1,1837.92
110,3,434.34
148,3,2103.06
66,11,1980.57
98,3,529.62
247,3,1038.44
29,7,2272.4
18,4,596.26
12,2,461.19
104,8,1852.67
74,2,234.34000000000003
46,1,547.66
72,3,925.85
257,1,193.0
20,4,1309.6
254,2,316.25
11,1,279.05
165,2,636.51
18,6,2022.81
282,1,137.1
50,1,321.92
39,1,162.8
27,6,1165.48
68,1,1064.28
207,1,463.38
175,2,340.93
7,5,2383.2400000000002
26,1,139.56
51,2,123.8
312,2,538.8100000000001
309,1,475.37
43,5,1957.32
26,3,808.44
88,3,356.85
184,2,251.21
20,11,2429.83
3,6,3543.26
47,4,673.26
17,8,5859.43
17,5,1960.65
24,6,1367.88
22,2,268.05
11,5,1314.81
188,2,275.28
101,3,455.59000000000003
61,3,990.2
18,6,2076.89
33,2,330.45
64,1,174.37
2,2,270.6
24,4,974.54
108,1,241.09
32,9,1843.83
20,9,4215.9
3,55,8507.13
37,1,364.21999999999997
60,3,578.61
26,6,2862.11
236,4,932.85
25,7,1949.72
3,18,4397.3
60,3,2854.84
260,1,170.95
58,1,355.56
65,2,388.25
16,2,537.48
10,3,952.66
59,8,1453.35
186,1,103.25
29,16,3599.73
24,2,2004.3
5,5,2573.93
4,8,3974.75
151,2,652.8
311,1,289.24
11,2,757.37
18,2,186.23
152,1,164.22
19,5,859.27
10,4,2279.4900000000002
57,2,312.54
85,1,788.38
7,22,2237.77
76,3,1080.76
4,18,5006.77
96,4,3099.12
111,1,1432.0
57,2,1530.3600000000001
1,1,227.39
281,2,218.06
3,7,2804.54
180,9,1639.82
372,1,35.400000000000006
13,4,859.71
3,1,168.63
17,1,138.6
41,1,114.11
6,5,986.96
169,4,1033.06
50,1,157.05
277,1,237.36
19,9,1580.29
372,1,39.75
15,4,1320.21
35,3,557.94
22,3,617.15
7,2,363.33
20,6,1740.6
11,2,866.24
44,1,221.97
306,1,393.33000000000004
11,1,213.96
275,1,660.0
1,93,12076.15
16,14,16209.5
4,4,1785.15
72,4,601.56
243,3,406.08000000000004
9,3,553.44
246,1,394.44
206,2,412.78000000000003
1,5,1788.3600000000001
185,1,320.58000000000004
32,5,886.7
57,2,225.85
196,2,899.63
24,4,2791.27
91,2,671.96
4,2,955.26
51,3,1006.98
263,1,114.56
266,1,344.90000000000003
36,2,609.85
51,1,443.6
52,6,2984.49
24,6,2107.38
22,1,110.46
59,1,96.12
170,2,693.8100000000001
68,2,830.76
157,2,597.09
2,73,280206.02
201,1,236.04000000000002
5,4,1402.59
67,2,653.75
77,1,114.18
1,7,1926.65
8,4,1932.23
169,2,291.05
18,4,848.22
5,2,247.15
9,9,2529.93
87,2,285.74
27,1,107.95
29,4,741.37
20,2,636.24
61,5,1835.7
24,1,195.25
11,25,9175.04
242,3,1259.24
280,2,392.86
235,2,765.55
3,5,1736.4
16,1,596.36
31,6,2548.2400000000002
25,16,28754.11
71,3,498.95
188,2,52.0
26,5,1201.51
107,1,628.38
8,21,5579.1
209,1,112.8
44,2,355.05
31,5,2114.33
137,4,591.55
265,1,172.9
4,7,2078.95
218,2,188.60999999999999
2,5,1217.27
214,1,109.13000000000001
32,3,2195.1
11,9,2526.09
1,17,3251.79
15,1,318.17
11,9,1493.96
199,1,179.0
3,3,1126.37
15,13,4921.04
14,4,599.48
10,11,2839.62
29,3,917.07
9,11,2662.2
24,1,160.19
25,4,867.38
43,2,307.51
2,5,1581.84
6,3,663.81
147,1,180.42000000000002
10,6,1122.3600000000001
25,1,655.58
274,1,268.58
374,1,313.49
1,8,1897.57
47,3,380.02
8,8,2702.4900000000002
16,12,9585.91
4,32,6065.69
4,3,1164.55
43,7,1314.45
4,7,3902.28
197,3,1448.21
12,6,1400.34
16,7,1099.98
113,5,1220.26
249,1,328.2
29,5,1415.75
44,1,389.64
87,1,563.15
45,2,638.05
10,11,5010.28
15,1,738.96
75,1,420.5
145,4,1484.06
5,3,1625.97
297,1,89.2
59,2,255.9
264,1,300.52
47,1,278.3
29,3,254.11
8,6,2473.37
17,2,192.60000000000002
3,8,10416.98
232,2,876.42
112,1,139.26
58,3,1011.9
51,11,2538.3
127,2,730.86
281,3,386.15
55,2,447.68
320,1,200.10000000000002
26,2,289.99
10,2,77.4
7,2,679.4399999999999
29,1,197.64
17,4,745.06
64,1,6.2
21,1,228.99
3,7,1319.91
166,1,131.45000000000002
1,17,7975.49
53,3,173.74
51,1,157.7
48,12,4331.79
61,1,189.34
162,3,845.55
9,1,353.27
15,4,546.4
75,1,193.39000000000001
40,8,2718.6
41,11,2085.33
370,2,152.88
37,2,778.5
197,1,271.85
200,2,1110.34
74,3,657.8
64,2,272.07
21,4,507.29
367,1,48.800000000000004
180,3,321.43
10,4,1127.71
4,12,2221.01
197,3,2139.76
29,4,697.55
53,1,188.88
18,6,1720.3
10,3,102.44999999999999
90,4,1649.5
268,1,62.85
53,6,3295.76
44,4,2824.69
64,4,3189.81
149,1,309.4
22,25,7930.54
312,1,325.75
23,2,511.35
58,6,2836.69
24,2,475.8
78,7,2740.03
119,2,645.65
36,3,1290.53
60,2,1173.12
13,4,1353.74
19,1,170.32
52,1,125.79
26,2,841.1999999999999
29,1,266.76
7,2,52.2
11,12,14389.9
186,3,710.28
3,8,2953.59
9,2,721.45
262,1,327.25
3,4,501.28000000000003
210,1,519.68
108,2,1465.3200000000002
13,9,1476.09
77,3,690.59
20,1,255.4
27,2,589.7
19,6,761.59
132,1,765.3199999999999
253,1,364.8
79,1,1862.0
207,1,369.2
336,1,135.9
254,1,125.65
148,2,554.38
10,2,1237.8500000000001
85,1,655.75
8,20,11138.710000000001
205,2,468.77000000000004
8,4,1366.38
23,6,1269.31
11,9,1421.29
26,1,332.66
21,5,2795.33
2,2,1025.44
158,2,616.15
3,7,3501.1
74,1,277.8
3,4,434.35
1,201,143711.17
17,2,867.85
36,4,1227.43
91,2,307.48
71,4,1268.98
116,2,1610.15
213,2,977.77
30,2,1316.07
51,1,749.1
246,1,310.05
32,1,223.88
109,3,2362.96
5,5,1257.68
366,1,363.53
82,2,1890.94
297,1,1784.71
34,8,8137.02
57,3,1621.88
30,12,5900.25
14,1,100.9
72,2,290.82
23,6,1101.97
19,1,371.2
79,1,311.69
60,11,8099.49
25,1,285.67
12,1,294.85
253,1,58.49
147,3,483.72999999999996
64,4,695.42
8,2,221.27
11,9,7044.68
271,1,126.7
10,5,1472.34
247,1,206.21
96,2,596.09
15,1,183.02
50,1,463.8
30,1,147.59
68,4,1592.06
35,3,1097.98
128,1,114.77
107,3,1314.45
37,1,89.94
57,1,279.94
57,7,790.86
72,5,1921.3700000000001
246,1,102.12
19,2,202.37
198,2,292.01
16,2,326.4
212,1,334.54
39,2,231.98000000000002
46,3,546.1999999999999
170,2,414.87
48,1,490.52
116,4,1641.76
147,1,1220.77
16,28,6295.37
51,1,480.38
159,1,156.91
12,3,1259.43
36,1,308.94
54,2,405.04
43,2,257.67
173,1,170.04
34,1,125.58
39,3,496.21000000000004
267,1,252.81
9,9,1871.77
12,4,852.39
3,11,6720.41
10,10,1636.43
33,1,361.96
80,3,469.0
31,4,1066.1499999999999
8,4,627.13
72,2,518.28
4,4,653.19
256,3,4959.1
5,10,2557.18
16,8,4274.16
90,1,252.73000000000002
72,3,429.56
59,6,685.74
10,47,19766.59
170,1,179.93
199,1,135.93
31,1,537.0
19,17,7634.7300000000005
152,2,735.66
9,15,5090.42
270,1,343.62
65,4,381.0
274,1,121.17000000000002
25,3,1737.69
23,3,1383.3600000000001
319,1,207.73000000000002
5,3,693.95
12,2,302.1
275,2,1489.5
25,11,2102.54
41,9,1337.72
8,4,294.25
4,48,54534.14
71,4,987.86
213,1,370.79999999999995
38,4,3158.13
53,1,893.59
78,3,1744.76
46,2,553.36
179,1,1109.53
373,1,106.2
94,2,982.07
10,3,1043.41
105,1,735.67
78,1,773.03
173,1,880.85
7,32,9743.11
213,4,895.61
22,5,504.8
257,1,88.2
282,1,306.94
21,2,1160.07
10,6,2420.84
308,1,381.32
68,1,480.71
215,2,457.81
18,6,4597.02
104,4,1370.6
43,1,219.39000000000001
4,1,248.08
182,3,39916.5
84,1,410.48
334,3,876.0
9,2,317.53
31,2,703.36
197,2,993.54
18,7,2298.93
18,5,1422.52
311,6,319.5
142,4,1300.25
246,1,484.95
24,4,996.1
29,3,1567.48
10,3,3509.43
30,10,2760.56
18,1,340.11
18,4,1352.75
15,5,1551.78
134,1,244.8
246,1,266.4
134,1,358.82
50,2,457.72
114,3,1633.78
7,2,2199.31
23,2,184.19
25,15,11528.48
66,1,406.53
60,4,1471.0
50,11,3447.4
170,1,330.11
18,5,977.9300000000001
128,3,982.42
15,8,1387.99
239,1,139.05
3,4,1286.7
240,2,178.96
52,7,2354.25
46,1,498.74
226,1,259.45
8,17,6580.44
4,4,1194.73
165,2,1327.16
240,1,623.5
11,1,301.29
134,1,520.8000000000001
17,10,5291.33
10,13,4745.69
31,1,329.25
75,1,254.28
1,3,961.49
4,3,1936.07
45,1,401.40000000000003
2,30,18641.010000000002
357,1,158.16
18,2,304.47
69,3,824.58
373,1,487.75
321,1,158.8
26,1,106.56
331,1,1289.5
9,5,1624.05
323,1,135.75
72,1,224.14
260,1,40.5
18,5,2206.95
367,1,87.5
66,3,689.4799999999999
154,2,622.85
29,2,402.2
70,1,310.62
14,2,411.41
2,16,4777.18
1,41,16225.39
120,3,1044.32
61,1,499.32
3,15,7616.53
3,1,3861.0
11,3,1079.6100000000001
92,2,193.64
59,4,1268.7
87,5,1236.54
26,6,1827.8
357,1,316.58
85,2,653.24
10,4,420.29999999999995
1,5,870.12
225,1,331.18
60,2,894.4100000000001
241,1,101.8
319,2,328.35
2,8,1661.44
47,3,734.94
88,1,96.6
11,11,5756.89
176,1,305.75
52,6,1778.96
366,1,403.25
319,1,585.0
226,2,755.75
358,2,322.08
234,1,409.40000000000003
311,1,154.41
37,5,1219.4
66,4,3386.71
239,2,429.6
113,2,612.06
277,1,197.0
218,12,2247.51
299,1,321.05
2,4,1412.32
29,3,1071.99
10,2,780.59
45,5,1706.57
67,8,1756.44
74,1,316.68
65,2,631.57
134,3,2515.84
238,2,514.15
122,1,356.0
32,13,6688.46
9,11,10484.99
36,2,740.78
16,5,918.1999999999999
127,1,300.36
67,1,890.85
149,1,98.45
283,1,317.15
169,2,623.16
100,7,1810.77
135,1,254.82
324,1,178.95000000000002
107,1,156.51
64,1,393.74
151,2,1506.1200000000001
338,1,119.3
22,5,1717.36
24,1,408.8
16,7,2379.49
7,15,2493.34
57,2,721.94
4,2,716.57
38,1,615.14
66,1,128.63
47,1,255.89999999999998
355,1,290.51
172,1,113.12
59,9,2332.15
50,1,240.55
22,2,486.69
43,5,2306.52
29,3,939.78
5,18,7943.22
26,15,4668.3
201,1,178.39
51,6,3672.86
10,3,641.94
2,12,4799.9
67,7,4507.01
64,1,496.44
51,12,5049.95
290,1,574.02
61,8,694.4000000000001
64,3,1174.35
96,1,205.3
274,1,310.47
1,91,60632.75
75,4,924.85
110,1,52.0
199,1,327.97
64,2,570.5
327,1,165.0
4,1,312.62
284,1,204.5
44,1,267.13
71,3,2748.31
86,1,679.68
104,1,161.74
334,1,311.71
53,1,208.75
39,3,1049.7
32,2,714.96
366,4,1661.06
208,1,1028.56
157,3,350.82
54,1,170.22
66,2,574.07
81,1,2020.52
130,1,406.09
87,1,364.5
1,3,563.94
46,1,393.54
333,1,252.42000000000002
366,1,201.60000000000002
72,1,158.04
158,2,463.90999999999997
373,1,115.65
12,7,1934.66
255,2,770.12
29,2,277.05
31,10,2718.03
5,22,8347.2
40,1,427.93
362,1,418.92
373,1,326.0
96,2,913.19
26,7,2314.32
75,2,602.51
57,4,1877.59
21,1,446.94000000000005
41,7,2386.05
137,1,2007.3999999999999
8,12,2415.91
129,1,168.0
40,3,1221.56
169,7,3703.29
9,5,1690.2600000000002
214,2,596.85
15,6,5955.71
170,2,642.41
40,1,316.88
186,1,394.14
270,1,140.54
172,1,500.0
5,4,1535.53
16,2,231.86
10,4,2183.54
326,1,107.45
113,1,288.18
290,1,94.0
16,2,1345.53
1,3,815.77
92,5,716.2
149,2,626.77
189,1,349.1
31,2,510.71000000000004
34,4,1046.74
264,1,267.18
84,8,3450.84
26,4,1348.93
171,1,190.53
10,3,774.9000000000001
313,1,559.61
65,4,3984.32
85,1,508.8
25,1,135.86
59,4,950.36
323,2,97.7
38,1,43.5
254,2,383.34
19,5,1404.07
33,3,1430.54
15,1,93.78
27,2,397.35
23,1,171.19
214,2,533.3
8,5,1041.48
22,1,149.29
12,3,1067.75
262,1,200.16
131,1,156.57999999999998
55,3,383.68
249,1,594.0
2,7,3213.59
9,2,1411.21
264,1,113.5
331,1,155.17
313,1,494.64
26,3,974.52
30,1,429.84
30,3,528.48
2,7,1371.77
362,1,179.1
283,3,434.59000000000003
262,1,237.07
25,1,161.64
354,1,214.26
94,3,234.6
29,1,126.14
338,1,1044.65
20,18,7354.62
85,1,334.53
9,3,524.88
51,2,467.51
50,2,538.55
2,1,454.48
113,1,371.56
14,7,1771.2
77,1,454.10999999999996
40,2,1399.92
116,1,905.5
16,12,10879.76
161,4,225.26
1,4,3590.41
30,3,2564.5
93,1,91.32000000000001
23,3,1134.28
95,6,3100.09
28,2,659.4599999999999
33,5,1953.41
21,2,1280.58
18,2,1262.2
3,27,13316.4
8,4,1131.56
16,12,10384.93
363,1,141.04
81,1,52.83
53,5,3610.96
23,3,972.08
172,1,475.86
189,6,1000.27
331,1,250.0
12,5,900.53
156,2,121.0
33,19,14758.220000000001
12,11,4023.7200000000003
45,3,62.43
233,1,267.03
64,8,1921.55
2,1,343.5
40,8,3000.2
33,2,397.99
84,1,412.01000000000005
25,1,440.0
2,3,734.37
33,2,148.44
19,8,2428.53
254,1,229.33
23,11,3962.6
22,4,1497.31
8,2,1972.39
25,4,1564.73
19,3,807.57
173,4,502.9
163,1,110.92
7,1,538.46
11,1,213.3
114,1,85.13000000000001
288,1,127.86
9,9,3546.71
54,2,288.96999999999997
7,14,4910.6
77,3,1681.46
4,4,575.63
37,1,436.06
217,1,90.12
60,1,428.93
278,1,217.2
12,16,4794.86
24,1,279.77
29,1,468.91
12,4,800.59
352,1,134.55
22,4,1400.44
50,2,173.16
19,1,186.01
3,3,758.29
104,5,1375.71
7,12,4148.82
12,4,650.4300000000001
5,7,2533.42
32,2,591.1899999999999
178,4,675.64
38,1,921.37
151,3,258.88
162,1,127.1
69,2,327.6
121,13,3675.77
25,3,682.9100000000001
24,4,720.86
177,1,455.3
50,4,913.6800000000001
256,3,478.53000000000003
47,1,388.58
71,1,199.8
16,5,1771.78
101,5,1406.59
35,1,324.57
53,1,240.68
27,2,761.74
11,14,6776.56
8,9,1297.8700000000001
79,1,48.480000000000004
52,1,216.39
36,5,1198.23
61,9,2920.16
337,1,104.76
28,4,1093.68
184,1,298.48
52,1,112.46000000000001
10,13,1591.45
36,2,195.15
10,23,10399.74
33,4,776.851
11,1,336.40000000000003
57,3,1553.18
4,4,1293.03
43,9,3709.56
141,1,301.03
117,4,588.13
104,4,1534.26
75,2,675.8
5,9,2870.2400000000002
45,2,1186.35
16,8,3285.31
17,1,243.55
90,2,724.76
53,1,223.36
134,1,425.32
4,15,12416.11
105,4,1887.2
192,3,664.0
166,4,803.54
19,1,612.01
158,3,447.64000000000004
204,2,639.5
336,2,816.0
37,3,646.3
91,1,337.74
93,2,877.4399999999999
9,2,922.53
243,1,560.67
45,4,748.5
23,1,30.0
190,5,1024.1000000000001
44,1,306.45
25,9,1600.86
317,2,309.8
106,1,138.14
51,1,386.43
168,2,2222.21
40,1,301.32
218,1,76.32000000000001
40,4,684.34
297,1,173.05
19,7,2657.13
88,4,2726.23
73,5,2446.6
81,3,323.69
19,3,3435.76
49,1,657.23
53,1,352.7
24,4,781.28
9,3,1333.68
25,5,1426.16
117,1,193.75
9,9,2993.1
120,2,254.1
4,2,239.76
252,1,136.8
28,1,191.04
1,14,6479.4
267,2,409.98
33,8,2711.11
18,1,309.65
172,2,696.68
2,4,1529.0
265,1,211.5
140,4,2293.62
201,1,143.1
64,4,1060.56
35,4,916.98
41,7,3235.25
284,1,133.25
9,5,1072.3600000000001
143,2,356.7
12,2,330.03000000000003
146,4,1101.1100000000001
234,1,150.3
33,13,5030.07
24,1,598.73
12,1,471.40000000000003
36,5,2211.21
365,1,190.7
201,2,218.25
15,1,415.25
17,7,5159.06
213,1,85.0
66,3,1120.88
212,2,294.12
283,1,162.3
115,2,1339.45
15,8,1188.1200000000001
19,16,4812.42
66,1,449.12
49,1,154.88
16,4,775.96
78,1,34.8
19,4,1094.59
134,1,196.88
13,3,946.64
40,1,144.36
235,3,44534.3
3,8,2463.05
40,7,2626.6
305,1,79.2
51,3,458.57
10,6,2364.25
61,4,528.01
66,2,714.42
25,1,205.25
218,3,253.04
65,2,583.75
32,2,1086.92
88,6,3279.97
64,1,315.06
116,3,621.8299999999999
7,26,56252.72
6,1,635.6800000000001
69,1,270.8
245,1,104.9
133,1,241.62
241,4,1047.11
184,3,475.28000000000003
25,3,345.46
10,3,2614.7400000000002
11,1,246.3
33,5,2328.9700000000003
46,3,4919.0
26,3,933.26
358,1,351.3
10,1,218.75
44,2,1612.69
15,3,965.61
150,1,610.01
1,8,2708.61
113,4,2207.4
76,3,884.14
107,2,696.89
46,3,1063.95
143,1,451.42
51,1,415.82000000000005
1,13,4206.39
23,17,5488.18
46,3,784.58
50,3,903.9
306,4,3651.27
36,5,515.77
79,4,1391.98
22,6,2218.62
107,5,1801.14
208,2,1303.9099999999999
17,4,1945.33
64,5,2100.6
49,4,1905.45
320,1,206.98
44,2,570.96
3,2,885.47
372,1,15.0
172,1,532.94
56,3,1654.31
73,14,1836.0900000000001
99,2,636.14
38,1,576.0
58,3,794.64
254,1,836.79
70,4,2225.15
44,4,954.09
50,1,137.37
65,1,391.98
11,19,33643.08
33,3,1048.49
59,2,355.56
73,4,1224.06
304,1,118.95000000000002
46,1,130.73999999999998
18,8,3711.77
38,2,389.27
19,2,234.88
187,2,160.71
52,1,110.8
4,12,2969.12
137,5,712.24
4,27,16143.64
19,1,297.0
16,5,1427.57
41,8,965.16
12,8,3146.92
8,4,832.88
26,2,68.84
22,6,1936.3200000000002
41,3,895.13
101,1,211.89
5,15,3810.14
277,2,149.64
33,1,351.44
15,2,316.25
64,7,4405.88
2,2,490.33
369,1,329.03000000000003
312,5,501.39000000000004
199,4,516.36
2,2,396.48
93,3,379.35
60,1,181.09
81,1,168.31
157,2,420.07
227,1,511.68
253,2,258.25
150,1,179.17
194,2,208.59
1,5,1383.83
369,1,56.25
24,1,337.28
17,3,351.73
10,7,5126.76
8,1,164.68
20,7,1567.69
4,3,882.72
174,1,191.94
1,8,1228.88
178,2,264.62
16,8,1502.8600000000001
248,1,123.1
191,2,334.23
20,2,525.69
154,4,167.5
173,1,323.03000000000003
373,1,369.5
373,1,127.08
194,1,207.15
67,1,426.63
4,8,2495.87
21,3,1107.46
239,2,416.86
64,1,145.35
112,5,404.58
90,15,6115.01
311,1,35.8
134,1,337.44
277,1,325.1
365,1,181.0
83,1,1708.24
8,2,955.24
17,2,364.72
32,4,1744.71
9,2,708.22
34,4,781.91
15,8,1657.28
24,14,4416.26
32,1,428.89
74,1,104.35
20,2,470.76
17,4,808.87
23,2,397.68
3,3,666.1
304,1,314.1
18,12,4199.85
367,1,307.82000000000005
39,7,3442.15
84,1,371.01
165,2,427.64
17,2,1054.73
77,1,1098.78
89,3,2398.86
25,8,3408.48
22,4,1465.12
3,10,2780.63
123,2,1142.42
30,1,168.12
12,7,1432.77
19,1,156.78
44,2,792.11
4,1,41.989999999999995
9,7,2777.67
55,1,414.27
88,6,1032.58
37,5,3080.22
3,3,12393.7
30,5,2735.37
12,4,578.71
211,1,101.4
48,4,1693.81
24,3,478.78
22,4,972.11
246,3,392.4
8,16,3352.96
35,3,1415.29
4,47,37130.6
38,3,646.83
4,3,704.55
3,8,1465.51
47,1,211.88
39,2,408.90000000000003
47,9,3786.2400000000002
17,3,851.01
260,1,602.63
46,3,719.81
12,1,251.03
30,1,439.65999999999997
43,1,236.09
92,6,934.62
39,63,80850.84
310,1,331.24
92,2,547.9
6,20,8778.82
196,3,437.7
87,2,758.92
270,3,855.02
8,3,471.78000000000003
65,3,1313.55
31,3,3166.4
22,5,1177.47
38,4,773.99
120,4,1340.7
373,2,256.44
40,3,1074.81
174,1,137.9
54,1,362.06
33,2,1511.95
145,1,783.9
221,1,134.8
45,1,650.75
16,7,2263.12
66,6,1453.16
10,4,1153.62
260,1,335.32
365,1,367.14
17,5,1521.04
22,2,852.15
45,1,326.24
288,1,584.3199999999999
297,1,122.39999999999999
3,10,2234.73
284,1,79.2
17,3,1352.0
82,2,217.16
56,5,2799.42
101,2,1317.62
299,1,436.18
23,5,981.51
59,5,1121.39
155,2,315.06
115,3,817.86
107,1,17.0
12,4,1078.23
264,1,320.62
240,1,185.04999999999998
88,7,2005.63
50,3,731.9
71,1,1290.7
42,3,1842.14
7,6,1429.64
62,1,298.21
249,1,336.96
66,1,108.38
18,7,3204.1600000000003
85,1,842.5
219,2,611.88
45,3,1320.95
143,4,195.73999999999998
183,1,161.38
171,1,135.75000000000003
10,8,1660.8799999999999
212,1,612.78
190,1,232.21
8,2,423.36
59,4,1309.14
57,2,854.66
73,4,684.4200000000001
52,1,307.78
317,1,249.0
367,1,289.35
29,4,6287.77
39,1,656.25
18,5,1880.22
52,6,3506.54
4,33,14589.04
22,2,618.09
263,1,517.55
60,3,709.38
19,3,635.41
66,2,725.18
88,1,620.4
250,1,535.34
3,6,2424.94
247,1,175.2
9,11,3799.4900000000002
157,3,734.13
134,1,375.0
296,1,76.32000000000001
5,2,280.52
43,5,2053.02
269,1,1829.04
50,5,1824.23
9,9,3092.04
16,3,656.69
282,1,348.2
65,2,1025.44
2,19,5533.67
252,1,37.4
232,2,856.6
17,3,822.48
11,27,3787.6
8,4,1822.97
51,6,1885.05
59,1,73.2
95,5,1140.21
16,6,1418.32
126,3,1009.5500000000001
94,4,1037.59
50,1,331.95
138,1,197.9
61,1,215.83
100,8,10254.18
73,1,305.54
72,4,6617.65
67,1,338.71000000000004
64,6,1158.79
17,2,529.41
23,12,4006.94
32,15,6911.4400000000005
45,4,981.86
16,2,215.48
40,1,215.08
3,13,5180.52
237,1,314.45
75,1,400.68100000000004
4,2,1068.8700000000001
3,4,1863.47
361,1,365.27
59,4,592.9
23,1,384.18
31,4,757.63
55,4,537.0600000000001
25,1,394.38
45,2,664.26
89,5,2262.62
2,18,21086.3
89,1,547.02
19,2,690.34
79,1,159.0
171,3,1062.75
81,1,242.35
267,1,914.9300000000001
235,2,304.25
30,7,3084.68
37,3,860.86
318,1,773.5500000000001
57,4,1295.3
45,5,1096.32
203,3,255.12
225,1,314.22
87,2,1010.6
190,2,542.03
44,4,990.88
71,3,536.6800000000001
41,5,867.31
78,1,432.2
57,2,414.2
24,2,3718.8
10,13,2590.31
8,7,3579.86
34,2,409.1
212,2,1522.75
24,3,1413.66
170,1,114.56
62,1,152.94
53,5,1800.07
261,2,389.44
67,2,3683.86
17,8,2619.91
267,1,752.4300000000001
177,1,46.95
45,5,5203.51
51,1,1035.45
17,4,728.54
9,9,5447.0
74,7,861.89
71,2,667.65
353,1,1141.24
3,5,1404.64
117,1,411.7
373,1,351.75
197,1,559.87
177,1,810.6000000000001
100,1,566.38
21,3,1502.78
72,1,2062.06
340,1,168.3
6,5,1570.81
31,2,812.68
170,1,142.5
122,1,302.25
22,10,2248.9900000000002
10,4,1328.55
269,1,301.9
