Recency,Frequency,Monetary
23,3,598.2
127,1,233.22
26,3,5360.63
139,1,361.21999999999997
214,6,632.27
38,4,2560.0
106,2,706.57
18,2,616.26
3,2,274.15000000000003
331,1,226.37
64,8,2938.91
120,3,1341.65
35,1,328.15
218,1,404.40000000000003
172,2,1038.46
72,5,373.65000000000003
1,2,326.75
196,1,207.50000000000003
128,3,408.59000000000003
47,3,594.24
6,14,3039.2200000000003
14,6,3820.27
18,3,251.91
28,7,1582.8
8,22,26626.8
37,1,151.05
157,1,214.79999999999998
284,1,94.05
107,1,534.31
25,4,1971.87
75,4,322.41
16,2,328.58
158,1,101.10000000000001
44,1,565.46
11,2,847.45
32,7,1415.65
291,1,53.5
21,4,1116.47
333,1,153.9
18,2,494.44
4,23,6675.71
63,2,395.8
198,3,211.77
33,3,658.88
1,4,2027.5
7,9,1750.92
5,6,3450.41
10,4,891.21
32,5,709.99
53,1,109.36000000000001
12,2,705.79
18,9,1540.42
19,1,327.3
37,2,800.67
2,2,479.91
18,3,1545.41
82,4,1301.91
33,2,355.73
66,2,466.73
9,2,974.96
267,1,676.2
247,3,362.95
4,4,2157.4
61,1,1743.1499999999999
75,2,643.76
90,2,584.5
60,3,554.86
29,2,302.57
323,1,94.36
53,4,1382.07
270,1,217.89
2,13,3040.96
57,5,1555.34
61,5,1482.06
154,2,1705.8
19,2,408.02
95,1,303.93
1,12,4098.32
265,2,293.45
312,1,177.5
70,1,443.05
302,2,167.25
19,1,154.35
13,10,2079.68
36,5,2022.98
19,2,211.7
54,1,135.99
57,1,262.2
22,2,126.25
44,1,200.27
27,3,1051.4
45,3,631.12
113,6,958.71
17,51,34684.4
25,1,346.12
191,1,133.56
302,1,302.7
2,10,1863.76
263,2,241.06
106,1,284.55
57,1,300.85
213,3,623.28
64,1,287.4
28,1,184.26
29,7,1511.8
6,5,798.35
8,5,3640.67
67,2,381.2
2,3,609.3
46,4,654.67
34,1,230.51
1,2,168472.5
136,1,255.91
198,1,182.99
198,2,707.69
150,1,311.92
88,1,266.97
45,2,6.9
64,7,1841.18
99,5,2158.18
218,1,208.36
3,18,3482.7400000000002
28,3,811.23
178,1,142.92
74,3,136.0
21,4,1422.4
20,3,1298.66
34,7,1595.96
74,1,74.9
24,4,625.42
52,4,752.77
275,1,223.95000000000002
165,3,316.11
7,7,1810.65
88,4,544.3
64,7,2494.46
25,3,331.0
10,2,300.83
76,1,769.29
16,1,220.62
192,1,139.35
174,2,404.3
77,1,363.65
33,3,498.8
47,1,731.5
80,4,1351.63
297,1,826.53
3,3,648.26
9,3,1599.52
50,6,2965.69
161,2,100.97
360,2,365.45
5,6,400.86
107,4,1431.93
25,1,465.88
32,1,777.6
20,2,90.30000000000001
297,1,363.7
372,1,248.1
22,3,918.33
5,4,874.59
52,5,1624.14
30,1,101.69999999999999
277,1,162.7
61,2,484.32
25,2,215.07999999999998
186,3,1046.57
2,21,9418.470000000001
2,26,13027.45
172,1,290.36
81,1,228.06
4,1,244.41
190,1,455.25
22,7,1244.59
18,3,6748.8
19,3,1082.81
5,1,593.75
110,1,548.12
3,4,1388.81
54,1,119.62
165,1,339.3
291,2,787.15
10,10,4034.9
109,5,2298.97
96,3,922.12
243,2,379.73
163,12,5719.82
42,3,837.1
35,2,285.89
67,7,3313.79
24,2,281.85
1,20,8338.49
27,2,841.41
6,2,511.12
54,1,1077.74
364,1,173.7
15,5,614.66
194,2,865.6
3,1,124.2
15,10,3738.4
27,3,1421.69
127,3,1009.6
85,2,663.61
71,1,451.44
183,1,105.84
113,1,313.62
374,1,233.45
80,2,936.08
249,1,463.95
232,1,225.15
71,3,459.24
69,1,213.5
4,16,4113.68
51,3,330.03
75,1,181.09
61,1,360.16
16,2,250.15
4,1,90.04
286,1,145.04999999999998
4,6,813.52
41,1,242.7
36,1,528.08
75,2,482.47
18,14,3347.71
15,7,5493.46
219,1,75.66
186,1,129.49
33,4,1187.66
70,1,618.59
183,1,506.19
15,2,500.42
236,1,151.85
31,5,2647.59
264,1,226.21
4,2,178.96
52,4,813.48
246,1,129.45
81,2,810.5699999999999
275,1,333.08
1,17,4413.1
79,1,322.8
30,5,2188.05
74,2,408.63
17,6,2883.1
223,2,217.9
32,4,1154.47
23,10,1680.72
31,3,1257.51
106,1,231.10000000000002
5,2,688.33
246,1,487.51
178,2,833.78
170,2,214.06
43,1,290.65999999999997
72,1,518.42
59,7,6773.97
16,2,1212.66
141,4,601.27
18,6,3789.52
22,15,8625.8
10,4,874.43
368,1,123.24
189,1,39.12
16,4,1267.6499999999999
362,1,135.39999999999998
19,1,118.98
68,2,567.1800000000001
15,6,306.71999999999997
24,3,1348.88
17,11,4095.9
28,3,1692.27
2,20,8134.9400000000005
55,2,304.24
34,4,1592.1200000000001
3,12,3109.99
366,1,129.75
43,1,183.7
73,6,1770.34
5,5,1028.0
4,28,66653.56
61,2,324.24
47,7,2959.88
1,4,1260.86
76,2,422.59999999999997
72,2,225.57999999999998
256,2,1276.0
69,2,477.86
135,4,657.9000000000001
241,1,112.75
227,2,1998.0
9,13,5076.55
9,13,5398.3
1,20,14034.99
37,3,531.35
46,1,656.63
85,5,3029.87
19,10,2467.99
3,5,1651.03
9,11,3611.31
19,15,6910.78
219,3,1129.06
78,1,301.71999999999997
267,2,901.2
24,6,3843.08
369,1,606.0500000000001
15,7,1770.22
26,1,152.95
262,1,292.47
17,13,4730.81
91,2,576.4
302,7,758.27
26,5,1358.74
364,1,256.32
46,4,1048.28
38,21,7205.33
52,3,743.11
32,1,603.75
52,3,646.76
79,5,2247.41
53,1,417.59999999999997
298,1,3.75
177,1,323.0
47,1,464.9
29,7,2213.13
11,7,1291.91
87,17,7180.7
5,18,6680.11
38,2,836.06
18,5,1515.9
45,5,623.93
31,1,1764.72
373,1,207.5
58,1,223.92000000000002
372,1,2002.4
114,3,1475.43
215,1,239.4
319,1,106.83000000000001
65,1,369.34000000000003
8,3,789.79
97,1,316.62
20,3,1207.24
199,1,611.85
4,13,2790.9500000000003
294,1,34.0
273,2,1145.6
31,11,5575.56
48,3,478.09000000000003
260,1,361.54
58,5,757.1
33,5,2242.61
57,1,171.59
68,4,661.52
10,11,1691.51
60,1,371.54
80,2,222.62
74,2,245.94
2,22,10611.720000000001
100,2,422.24
372,1,311.25
10,13,2267.9500000000003
20,1,107.6
123,2,594.39
8,1,80.8
4,6,1545.6200000000001
29,7,1705.78
282,2,110.38000000000001
57,1,243.84
1,10,1196.5
365,1,414.88
89,1,305.62
11,1,1162.65
163,4,1594.23
65,1,332.3
23,3,536.99
174,2,460.59
103,4,762.16
143,3,1121.59
99,2,288.42
23,5,914.69
192,1,309.54
5,2,547.07
361,1,479.35
8,10,1652.18
14,21,6416.7
103,4,417.06
3,9,1604.75
11,11,3349.57
96,1,497.61
227,1,358.38
16,2,460.64
39,2,775.1800000000001
51,1,341.7
93,2,128.5
157,1,197.22
39,1,325.91
184,3,199.15
1,4,1106.53
228,1,413.46
128,2,180.85
40,2,251.87
31,11,3170.98
197,2,588.85
9,34,16594.35
37,6,1869.82
101,3,1264.19
43,16,10196.57
50,1,214.32
43,1,193.44
53,1,281.42
187,1,124.57
334,1,332.41
4,3,342.45
10,2,144.91000000000003
24,2,328.4
15,1,35.400000000000006
369,1,375.69000000000005
145,2,747.81
60,2,173.76
31,2,502.8
141,3,207.73999999999998
23,4,817.12
22,6,2812.34
77,3,680.02
5,6,7123.62
67,5,2095.53
12,6,846.62
84,1,13.3
31,7,1491.43
67,1,432.0
67,3,705.12
187,2,272.48
38,2,429.84000000000003
15,3,450.41
35,1,192.32999999999998
195,3,1578.67
2,5,742.43
1,5,518.19
367,1,145.93
65,1,202.27
299,2,289.78
26,3,501.03
8,6,1271.06
17,3,887.11
116,1,1706.88
29,1,363.2
4,16,3653.75
5,7,3037.6
82,4,559.59
29,5,928.76
72,1,379.14
4,8,1508.96
29,11,2555.58
290,1,113.44
36,1,183.76
9,6,621.6800000000001
24,2,562.41
277,1,391.52
50,6,1068.82
156,11,2592.25
61,1,154.18
12,19,7069.08
21,3,829.89
371,1,230.25
116,3,543.05
80,17,2814.7
4,7,1295.39
26,3,378.89
5,21,4554.87
53,1,150.23000000000002
1,2,563.23
55,2,931.03
26,1,261.9
9,4,2711.6800000000003
52,3,3049.88
13,9,1904.99
212,3,816.73
22,19,4345.5
236,1,406.48
139,3,435.02
4,6,1286.27
57,3,1178.56
135,3,1277.75
109,2,167.61
30,1,20.8
1,9,2085.08
185,4,518.67
18,1,308.74
239,2,416.64
87,1,117.35000000000001
39,3,507.05
116,1,234.17
187,1,110.55000000000001
227,1,201.19
8,7,2154.97
189,1,319.02
4,2,439.43
39,3,650.41
38,1,357.21
267,1,251.51999999999998
78,1,344.33
4,6,1852.0
255,2,1028.46
61,1,384.06
13,7,1905.87
88,2,4459.52
17,10,5464.12
30,2,1873.2
3,7,1616.8
5,1,126.12
7,6,1133.25
219,1,179.0
11,5,1614.31
30,6,1456.96
288,3,702.0
150,4,295.0
23,2,484.82
1,11,3989.57
86,3,1493.73
46,2,1312.1399999999999
5,4,781.78
51,6,889.9300000000001
18,1,195.36
30,1,270.9
8,3,583.4300000000001
29,3,1838.6100000000001
3,20,8694.26
41,2,920.1
11,4,1258.08
31,1,71.0
45,3,95.85
61,3,357.77
185,2,154.82999999999998
79,6,877.5600000000001
111,2,716.0
64,1,146.87
12,2,380.35
86,3,1030.14
16,3,745.52
246,2,433.53000000000003
88,1,1267.32
30,1,112.4
138,1,449.73
27,3,1071.49
3,5,1036.58
32,4,1735.18
25,1,948.48
113,3,339.44
157,1,642.02
85,3,1100.9
118,3,925.35
3,9,5655.03
96,6,3185.64
194,1,240.89000000000001
28,1,399.09
131,1,498.48
28,5,1356.33
82,3,1179.89
30,5,3080.39
266,1,234.24
74,11,5232.2300000000005
314,4,533.33
21,7,1461.14
59,3,855.45
12,21,4552.14
28,9,2709.7000000000003
114,1,304.24
28,9,2429.03
18,4,1446.09
18,4,834.12
36,3,841.0799999999999
36,2,378.2
78,1,118.80000000000001
22,2,287.62
25,2,288.91
33,2,2003.85
109,3,1405.78
35,2,2747.9900000000002
123,5,1562.4
7,6,2050.08
28,4,1991.01
4,7,1974.65
3,9,3827.76
50,4,1774.03
322,1,302.0
23,3,1324.16
15,4,1022.13
2,8,954.42
18,2,971.74
10,4,1621.73
262,1,25.5
159,2,665.78
33,6,10797.48
29,6,881.29
165,1,163.29999999999998
47,1,231.61
6,8,801.12
8,3,837.5
288,1,116.19999999999999
318,1,157.02
3,2,606.91
233,1,307.46
119,1,138.32
162,1,345.29999999999995
185,1,294.24
50,1,230.5
152,5,989.45
335,1,157.09
5,5,2463.17
16,7,4892.240000000001
107,2,413.2
16,7,1139.73
276,1,380.5
16,12,10650.77
247,1,454.12
239,1,579.0
1,2,984.57
106,3,749.78
23,4,1714.59
52,1,124.88
195,3,1689.5
24,1,213.78
75,1,329.34
18,2,251.70000000000002
8,2,319.0
32,3,1266.97
22,3,1538.88
31,6,3518.03
29,10,1715.46
22,2,293.1
33,7,2467.35
284,1,158.68
39,2,206.34
58,2,835.78
289,1,224.91
79,1,317.76
5,8,3766.6
218,1,59.9
44,4,1443.69
202,1,306.13
178,3,711.79
56,4,783.97
57,2,239.92000000000002
8,6,3347.31
47,2,144.0
227,1,203.95
11,7,2474.23
106,2,383.75
59,2,444.74
28,7,2093.68
36,7,1699.3000000000002
274,2,262.62
30,1,1013.01
24,3,692.22
54,1,289.78
36,6,3560.08
175,4,1564.56
54,1,384.08
53,1,204.24
27,8,2317.2200000000003
253,1,226.85
40,7,2781.23
60,6,1059.1200000000001
234,1,113.5
4,10,1951.97
32,1,114.23
24,14,3187.55
7,2,334.48
65,1,328.65
310,2,416.89
309,1,393.49
19,6,939.32
16,8,1906.09
96,2,318.76
264,8,3638.41
12,10,3124.72
3,2,417.77
35,1,190.88
183,1,149.89000000000001
25,2,550.06
13,6,916.13
11,2,314.69
3,17,3719.1
313,1,382.5
108,2,1135.04
1,26,8540.05
53,1,954.9
205,1,171.45
15,1,280.09000000000003
120,1,318.65
4,2,381.97
363,1,269.83
117,2,348.91
18,1,178.26
5,2,271.19
41,2,291.48
107,2,240.0
148,2,581.23
52,5,1253.3600000000001
208,1,63.440000000000005
139,2,550.01
2,3,296.58
127,2,317.2
108,4,763.64
42,4,2148.63
35,1,107.82
228,2,1065.3500000000001
241,1,246.04
58,1,187.82999999999998
130,3,1685.46
60,6,1647.48
22,1,151.37
26,7,1049.06
9,7,1417.63
32,3,931.02
4,2,513.01
308,1,550.8000000000001
8,9,1854.06
29,3,547.0
17,1,128.18
101,2,498.42
12,4,656.61
21,1,163.24
15,5,1135.63
361,1,250.04
11,19,8631.31
95,1,82.75
78,2,1384.85
139,3,644.3
31,1,2328.84
25,8,2527.92
2,38,6281.23
46,3,2600.34
100,3,1200.6200000000001
8,2,657.16
15,7,906.52
18,4,986.48
280,1,96.8
14,2,523.11
23,2,363.9
124,1,175.2
86,1,494.25
302,2,307.02
151,4,1981.06
17,8,6493.54
94,2,243.36
30,11,12353.29
157,3,682.29
355,1,193.64
46,1,157.62
15,4,519.6899999999999
4,15,2622.88
86,1,228.96
15,5,1156.6
179,1,98.25
8,4,1281.32
36,3,587.15
129,2,1740.0
51,1,1393.06
312,1,178.22
24,2,384.39
303,2,360.81
11,1,127.86
17,3,568.24
49,3,488.2
239,2,312.23
1,11,4462.68
13,8,4767.36
238,1,167.55
23,8,1878.87
73,4,446.18
17,3,418.4
41,8,1337.18
40,4,646.92
219,2,495.77
199,3,400.1
71,2,203.2
24,20,4058.32
11,1,389.71999999999997
9,29,20275.61
65,1,65.4
4,1,193.39000000000001
19,2,336.4
15,1,256.11
8,6,2686.42
20,2,746.81
78,4,1259.56
1,34,31833.68
164,2,508.8
307,2,417.27
219,1,203.86999999999998
39,8,7330.8
22,2,681.41
115,3,653.38
126,5,2097.84
5,13,2633.85
36,1,263.92
4,15,31906.82
1,3,1031.41
333,3,2184.42
163,1,32.65
185,2,771.85
16,5,1214.72
12,3,778.94
3,7,1258.06
44,2,778.0
80,1,507.84
30,7,6893.42
42,2,463.46000000000004
11,12,4226.57
50,3,598.83
16,6,1979.37
46,2,698.41
19,2,759.17
8,6,5037.26
72,1,100.8
1,28,17256.85
128,3,524.9200000000001
33,2,265.76
313,1,403.3
18,2,365.76
88,1,303.15999999999997
2,7,2373.82
2,2,216.29999999999998
254,1,388.45000000000005
157,3,186.42000000000002
37,6,2248.56
220,1,534.24
148,3,2940.04
177,2,120.9
40,2,541.53
2,7,2519.21
8,46,194390.79
1,7,1721.4
18,2,486.71999999999997
192,4,517.53
204,1,131.7
365,1,249.86
127,5,1737.7
15,1,316.5
43,2,657.3
94,6,622.4300000000001
23,3,735.82
60,2,675.69
16,5,1875.86
158,1,289.96000000000004
10,2,763.28
10,2,137.0
16,5,1870.97
45,5,1125.07
191,3,697.54
79,1,194.37
78,1,511.82
4,4,1255.59
65,3,414.04
261,1,396.87
59,2,376.64
1,7,2092.32
1,10,3558.87
248,1,374.57
8,2,497.56
359,1,271.05
76,1,272.22
290,1,622.88
17,3,1138.0
221,2,288.6
9,4,689.1
3,2,558.96
206,9,2997.0299999999997
162,2,1145.84
76,1,302.2
262,2,605.58
281,1,387.31
58,8,6083.64
25,1,308.48
3,31,91062.38
29,10,2924.9900000000002
72,1,513.2
128,1,208.65
31,4,639.02
15,5,764.88
309,1,153.94
17,6,1844.02
54,1,546.81
30,3,723.2099999999999
2,5,1070.71
11,4,652.74
361,1,145.0
360,1,422.70000000000005
5,4,1195.8999999999999
54,4,939.37
1,8,3628.5
1,10,2367.12
190,1,296.7
54,1,223.36
280,1,164.4
177,1,76.5
30,2,887.67
26,1,98.42
25,2,578.9
270,1,170.75
43,3,642.32
234,1,103.3
24,2,148.86
197,3,267.16
359,1,290.34
60,4,930.41
130,1,1487.6
1,5,1952.45
20,2,480.31
206,1,157.9
14,3,541.46
95,4,854.95
19,1,165.12
14,7,1122.38
24,3,454.01
8,2,869.77
7,8,4331.48
332,1,344.14
50,4,1425.67
71,4,226.75000000000003
29,3,380.6
243,1,185.65
8,19,3564.83
218,1,143.45999999999998
5,3,448.90000000000003
253,3,215.72
1,25,11025.24
236,1,175.27
7,2,1242.3
109,4,1116.68
100,3,1240.2
60,4,2404.17
2,3,1468.02
73,7,2203.67
4,5,3923.86
85,2,993.18
12,2,386.69
23,7,2806.69
214,1,2044.3700000000001
18,1,161.67000000000002
239,1,116.00999999999999
2,6,5054.42
78,1,394.72
217,2,309.36
33,2,191.99
41,5,1105.78
7,15,3961.12
53,6,2048.45
23,14,4544.55
57,1,386.32
130,3,329.6
174,3,571.1999999999999
6,3,930.28
312,1,214.37
60,1,81.44
21,3,1379.9
33,1,527.0500000000001
15,2,843.48
18,4,2020.4
81,1,75.75
6,8,1814.12
170,2,503.59999999999997
2,3,528.33
31,4,1324.84
36,9,2358.59
19,1,285.56
31,2,547.0600000000001
276,1,108.5
87,1,621.66
120,2,712.29
373,1,101.55
1,11,2895.64
219,3,1008.39
65,1,133.06
61,4,1797.5
138,1,868.49
21,1,166.08
12,10,3945.0
25,12,4867.72
37,4,1207.56
277,1,117.55
11,7,2638.94
73,5,1674.69
26,2,595.42
17,12,2999.46
141,1,178.75
26,7,1802.91
19,2,604.64
4,2,728.16
66,5,2055.51
1,2,347.75
43,7,3406.7200000000003
228,1,205.7
16,4,1572.71
50,2,3178.17
2,6,1594.97
74,2,551.04
1,31,20374.28
4,6,1371.18
2,30,16345.38
264,1,298.11
53,2,1992.1100000000001
24,1,184.4
10,6,2474.33
44,1,239.41
17,7,3155.83
7,7,5739.46
30,15,4726.8
358,2,290.40000000000003
127,4,740.9399999999999
137,1,200.47
142,1,283.12
132,2,765.34
38,8,2285.71
236,1,338.95
261,1,154.95
17,4,2534.64
253,1,417.95
30,4,1824.37
35,3,798.74
169,2,885.19
3,9,1823.52
4,17,10504.49
185,2,152.4
188,2,263.33
170,1,137.45
11,2,385.1
45,1,522.91
321,1,153.0
201,1,326.4
23,11,5655.99
232,1,139.35
38,15,5396.04
26,4,1195.94
96,4,2424.04
127,6,3276.4000000000005
71,3,1033.0
16,11,3439.08
15,1,1060.25
4,3,2876.01
3,13,5298.4800000000005
79,4,1240.11
373,1,303.97
39,2,692.19
54,3,700.63
2,19,13110.02
9,3,377.44
9,2,168.24
19,4,1879.05
12,7,2791.35
113,2,355.11
4,6,2322.4
240,1,110.25
113,1,71.4
178,2,674.52
5,9,1710.45
359,1,80.64
1,5,1664.65
1,30,5593.39
19,8,3408.2000000000003
17,3,819.96
22,2,287.59
33,1,712.78
263,1,15.0
51,2,772.55
159,3,367.63
15,1,271.2
8,3,2081.9
13,10,3957.43
199,5,1143.27
57,2,245.81
11,2,173.45
97,4,1213.73
255,1,56.4
25,3,647.56
21,3,650.32
159,2,188.02
72,2,283.47
53,1,131.94
85,2,266.85
153,4,1817.54
74,2,1117.9
281,1,225.9
27,14,1964.3
30,1,106.1
25,1,300.34
180,2,342.83
40,4,690.0
22,3,780.43
22,10,3039.17
37,9,1187.21
82,3,1285.04
74,1,512.31
11,1,546.04
16,12,5411.91
4,39,7761.82
13,4,699.81
14,5,1698.07
37,4,36.56
4,3,387.68
72,7,3704.87
51,1,298.4
5,5,1987.33
23,4,1820.09
299,1,889.24
2,3,398.7
33,1,35.400000000000006
50,1,155.37
3,3,342.24
47,1,110.21000000000001
42,8,1541.23
27,5,2720.8
42,1,318.15
2,124,40519.84
303,1,205.48
107,1,51.559999999999995
85,1,2033.1
81,9,901.1999999999999
218,4,605.8000000000001
372,34,5391.21
12,2,114.34
185,2,311.26
373,1,208.97
2,4,1418.03
4,23,26879.04
6,12,5140.66
305,1,141.92000000000002
369,1,226.45000000000002
3,8,2097.88
324,1,330.9
59,6,3160.0
13,3,554.85
31,20,10526.32
143,1,329.65
30,6,1157.8700000000001
107,5,428.18
2,12,1865.89
205,1,155.9
80,5,1848.96
185,6,683.46
170,1,237.61
44,1,379.45
174,1,178.51999999999998
365,1,458.92
304,1,133.35000000000002
3,4,664.34
4,4,695.0699999999999
12,1,156.34
32,3,869.28
129,1,111.35
21,8,716.0
212,2,201.37
323,2,586.89
162,1,203.85999999999999
56,3,244.1
225,1,107.21
72,8,1118.96
44,1,95.45
23,1,256.32
173,3,541.8100000000001
85,2,152.06
159,1,154.55
190,2,112.19999999999999
29,1,110.38
21,1,181.07
71,4,798.99
247,1,72.9
374,1,232.03
9,1,366.23
310,5,310.06
59,2,408.65
4,1,329.36
45,3,335.03
88,1,1304.04
4,17,4119.5
64,4,820.23
282,1,207.50000000000003
12,7,2962.5
373,1,244.08
133,2,397.29
45,2,212.54
11,4,843.0
36,5,1740.48
134,2,408.36
29,3,1331.57
52,2,704.25
138,2,145.79
5,1,380.13
9,7,4301.22
160,1,99.14
49,10,4020.04
131,1,304.56
8,1,77.50000000000001
233,2,149.57999999999998
37,1,176.68
147,1,358.56000000000006
1,45,58510.48
72,3,482.2
40,3,1008.5400000000001
5,12,2314.13
199,4,557.3
249,1,12.75
66,1,111.68
117,1,508.4599999999999
171,1,73.78
21,39,1296.44
142,1,102.41
32,2,463.21
38,14,2599.19
38,5,1098.43
372,1,112.27
374,1,265.1
166,2,228.2
211,1,562.79
242,1,135.19
52,1,337.04
25,3,703.99
15,13,4483.26
372,1,321.79
29,1,288.14
365,1,300.91999999999996
36,4,732.41
166,3,811.45
145,1,152.68
22,1,631.35
56,1,20.8
185,1,198.57
12,7,201.12
237,3,630.84
225,2,93.35
122,4,674.89
282,1,76.1
74,8,1962.46
37,2,380.39
12,2,415.13
362,1,157.92
4,2,226.47
23,1,444.68
70,9,2116.19
235,1,247.39
257,1,174.8
373,1,102.78999999999999
155,2,187.29
28,1,162.22
4,1,120.03
32,5,1477.66
81,3,523.0
108,2,122.14
52,1,38.45
36,1,612.72
153,2,389.78
99,1,115.31
4,2,230.64999999999998
334,1,73.5
65,1,93.82000000000001
22,2,418.68
36,3,713.89
32,3,403.12
154,6,70.02
19,2,357.20000000000005
12,21,4097.37
54,1,165.04999999999998
25,3,529.29
4,10,2088.6
45,1,178.34
203,2,172.29000000000002
359,1,74.4
71,1,300.02
7,10,6761.34
288,1,363.65
10,1,170.16
23,3,306.46
22,10,2119.41
173,3,720.52
133,2,814.0
6,14,2392.83
75,1,318.0
40,1,396.33
289,1,101.69999999999999
26,5,2009.24
258,2,453.0
186,1,247.44
114,12,3859.82
374,1,489.6
23,10,2611.75
8,11,2584.41
217,2,336.13
45,4,3613.15
19,2,1231.5
36,3,343.45
26,1,680.84
16,1,90.47999999999999
330,2,689.95
274,1,101.34
98,2,4055.7199999999993
61,1,166.03
2,11,9068.26
93,4,2106.52
82,7,3017.3
313,2,580.0500000000001
12,3,849.06
8,6,2662.4
127,1,168.31
11,2,222.4
1,60,259657.3
37,1,754.64
38,1,113.48000000000002
330,1,421.9
254,1,271.0
2,26,8004.92
20,1,198.8
12,2,352.69
369,1,76.32000000000001
290,1,220.1
68,8,1403.1100000000001
26,1,315.65
11,26,5625.08
368,1,180.7
214,1,111.15
149,2,653.3
8,6,1793.06
24,2,574.4399999999999
30,4,1131.75
61,1,200.92000000000002
19,3,347.08
243,1,112.55000000000001
15,3,1059.39
212,1,931.4999999999999
29,5,681.9100000000001
63,3,784.33
295,1,152.65
18,6,8438.34
157,2,1019.52
117,2,1000.16
8,12,2888.75
13,4,2861.55
141,2,160.35000000000002
46,2,179.33999999999997
51,3,612.0799999999999
32,3,566.58
135,2,653.35
3,2,399.19
75,3,371.62
13,2,675.64
9,2,453.4
301,1,530.15
57,2,638.0600000000001
15,5,1618.69
37,1,399.65000000000003
177,1,302.46000000000004
23,3,1384.8600000000001
176,6,1160.04
61,1,202.65
33,3,980.31
59,5,1231.31
15,20,7561.68
87,4,2106.84
7,1,104.0
358,1,476.35
31,6,1340.8700000000001
129,4,1590.81
9,6,1793.17
5,6,1843.75
24,1,366.85
227,2,632.07
15,1,49.8
249,1,304.25
15,3,2001.04
78,2,1090.24
192,2,284.46000000000004
262,1,207.79999999999998
72,1,957.97
165,1,243.76
82,1,973.8399999999999
95,2,686.63
4,17,5425.56
106,1,150.35
200,3,1396.99
157,1,160.42000000000002
71,3,1975.35
36,2,517.36
29,1,139.10000000000002
2,6,2621.38
26,5,600.07
326,1,216.07
237,1,232.48000000000002
89,1,299.34000000000003
31,1,481.75
29,2,621.75
211,2,641.92
3,10,2069.77
227,1,305.28000000000003
22,5,1041.61
93,1,443.0
5,14,6484.54
264,1,158.95000000000002
3,12,5504.96
44,11,5228.05
218,1,93.75
57,2,779.9
12,20,7276.900000000001
9,7,2810.2000000000003
192,5,2071.77
82,4,592.97
326,1,440.0
72,3,1796.48
30,6,882.24
3,5,987.1
219,5,1561.6100000000001
46,1,422.58
10,17,2073.09
72,4,2232.4900000000002
7,7,2567.06
24,2,596.1
123,2,804.02
17,1,95.34
310,1,349.27
87,1,4314.72
51,2,518.27
89,1,103.3
39,8,2337.63
25,3,2338.6000000000004
173,6,2628.35
43,2,324.24
140,1,149.48
26,3,1213.1599999999999
72,2,801.51
134,1,25.5
366,1,168.6
38,2,283.15
3,6,3078.58
2,3,204.0
30,1,175.92
44,1,335.86
58,1,110.38
74,1,173.9
278,1,180.60000000000002
181,1,80.82
8,2,178.05
4,16,2045.53
43,3,1837.28
